CustomerKey;FirstName;LastName;ProductKey;SpanishProductName
12460;Dominique;Malhotra;578;Paseo: 2000, azul, 50
12460;Dominique;Malhotra;359;Montaña: 200, negra, 38
12460;Dominique;Malhotra;360;Montaña: 200, negra, 42
12461;Ruth;Suri;352;Montaña: 200, plateada, 38
12461;Ruth;Suri;605;Carretera: 750, negra, 48
12461;Ruth;Suri;353;Montaña: 200, plateada, 38
12462;Levi;Suri;362;Montaña: 200, negra, 46
12462;Levi;Suri;359;Montaña: 200, negra, 38
12462;Levi;Suri;606;Carretera: 750, negra, 52
12463;Todd;Huang;571;Paseo: 3000, amarilla, 58
12463;Todd;Huang;359;Montaña: 200, negra, 38
12463;Todd;Huang;352;Montaña: 200, plateada, 38
12464;Jared;Cook;310;Carretera: 150, roja, 62
12464;Jared;Cook;355;Montaña: 200, plateada, 42
12468;Wayne;Nath;314;Carretera: 150, roja, 56
12468;Wayne;Nath;361;Montaña: 200, negra, 42
12473;Sergio;Sai;357;Montaña: 200, plateada, 46
12473;Sergio;Sai;352;Montaña: 200, plateada, 38
12473;Sergio;Sai;560;Paseo: 2000, azul, 60
12474;Tammy;Chandra;313;Carretera: 150, roja, 52
12474;Tammy;Chandra;361;Montaña: 200, negra, 42
12475;Logan;Carter;352;Montaña: 200, plateada, 38
12475;Logan;Carter;359;Montaña: 200, negra, 38
12479;Priscilla;Tang;359;Montaña: 200, negra, 38
12479;Priscilla;Tang;352;Montaña: 200, plateada, 38
12480;Meredith;Alvarez;363;Montaña: 200, negra, 46
12480;Meredith;Alvarez;311;Carretera: 150, roja, 44
12483;Amanda;Perez;312;Carretera: 150, roja, 48
12483;Amanda;Perez;353;Montaña: 200, plateada, 38
12484;Lori;Suarez;353;Montaña: 200, plateada, 38
12484;Lori;Suarez;362;Montaña: 200, negra, 46
12485;Veronica;Subram;312;Carretera: 150, roja, 48
12485;Veronica;Subram;363;Montaña: 200, negra, 46
12486;Kristen;Ye;358;Montaña: 200, negra, 38
12486;Kristen;Ye;361;Montaña: 200, negra, 42
12486;Kristen;Ye;578;Paseo: 2000, azul, 50
12487;Willie;Zhu;352;Montaña: 200, plateada, 38
12487;Willie;Zhu;359;Montaña: 200, negra, 38
12492;Brittany;Price;362;Montaña: 200, negra, 46
12492;Brittany;Price;361;Montaña: 200, negra, 42
12492;Brittany;Price;586;Paseo: 3000, azul, 50
12494;Abby;Sandberg;353;Montaña: 200, plateada, 38
12494;Abby;Sandberg;313;Carretera: 150, roja, 52
12495;Lucas;Miller;363;Montaña: 200, negra, 46
12495;Lucas;Miller;356;Montaña: 200, plateada, 46
12499;Heather;Wang;362;Montaña: 200, negra, 46
12499;Heather;Wang;359;Montaña: 200, negra, 38
12500;Kathleen;Vazquez;357;Montaña: 200, plateada, 46
12500;Kathleen;Vazquez;352;Montaña: 200, plateada, 38
12501;Cory;Sai;352;Montaña: 200, plateada, 38
12501;Cory;Sai;363;Montaña: 200, negra, 46
12510;Roberto;Sanz;310;Carretera: 150, roja, 62
12510;Roberto;Sanz;361;Montaña: 200, negra, 42
12510;Roberto;Sanz;606;Carretera: 750, negra, 52
12520;Seth;Jackson;313;Carretera: 150, roja, 52
12520;Seth;Jackson;359;Montaña: 200, negra, 38
12521;Meredith;Dominguez;359;Montaña: 200, negra, 38
12521;Meredith;Dominguez;354;Montaña: 200, plateada, 42
12522;Brandy;Sanchez;363;Montaña: 200, negra, 46
12522;Brandy;Sanchez;310;Carretera: 150, roja, 62
12523;Steve;Wagner;311;Carretera: 150, roja, 44
12523;Steve;Wagner;357;Montaña: 200, plateada, 46
12526;Michele;Suarez;359;Montaña: 200, negra, 38
12526;Michele;Suarez;362;Montaña: 200, negra, 46
12526;Michele;Suarez;566;Paseo: 3000, azul, 58
12546;Clarence;Andersen;352;Montaña: 200, plateada, 38
12546;Clarence;Andersen;363;Montaña: 200, negra, 46
12547;Bradley;Nara;310;Carretera: 150, roja, 62
12547;Bradley;Nara;357;Montaña: 200, plateada, 46
12548;Alexandra;Collins;362;Montaña: 200, negra, 46
12548;Alexandra;Collins;361;Montaña: 200, negra, 42
12549;Donna;Xie;311;Carretera: 150, roja, 44
12549;Donna;Xie;359;Montaña: 200, negra, 38
12559;Emmanuel;Lopez;560;Paseo: 2000, azul, 60
12559;Emmanuel;Lopez;362;Montaña: 200, negra, 46
12559;Emmanuel;Lopez;355;Montaña: 200, plateada, 42
12560;Mandy;Gao;560;Paseo: 2000, azul, 60
12560;Mandy;Gao;359;Montaña: 200, negra, 38
12560;Mandy;Gao;360;Montaña: 200, negra, 42
12561;Trisha;Lin;312;Carretera: 150, roja, 48
12561;Trisha;Lin;363;Montaña: 200, negra, 46
12570;Casey;Munoz;360;Montaña: 200, negra, 42
12570;Casey;Munoz;600;Montaña: 500, negra, 52
12571;Jennifer;Green;354;Montaña: 200, plateada, 42
12571;Jennifer;Green;599;Montaña: 500, negra, 48
12572;Alisha;Chander;599;Montaña: 500, negra, 48
12572;Alisha;Chander;354;Montaña: 200, plateada, 42
12573;Grant;Rai;362;Montaña: 200, negra, 46
12573;Grant;Rai;595;Montaña: 500, plateada, 52
12574;Derek;Raje;354;Montaña: 200, plateada, 42
12574;Derek;Raje;598;Montaña: 500, negra, 44
12575;Jaclyn;Shen;593;Montaña: 500, plateada, 44
12575;Jaclyn;Shen;360;Montaña: 200, negra, 42
12576;Walter;Dominguez;362;Montaña: 200, negra, 46
12576;Walter;Dominguez;600;Montaña: 500, negra, 52
12577;Francis;Sanz;600;Montaña: 500, negra, 52
12577;Francis;Sanz;362;Montaña: 200, negra, 46
12578;Gavin;Perry;592;Montaña: 500, plateada, 42
12578;Gavin;Perry;362;Montaña: 200, negra, 46
12579;Lydia;Sanchez;358;Montaña: 200, negra, 38
12579;Lydia;Sanchez;600;Montaña: 500, negra, 52
12580;Cedric;She;360;Montaña: 200, negra, 42
12580;Cedric;She;598;Montaña: 500, negra, 44
12581;Kristina;Fernandez;591;Montaña: 500, plateada, 40
12581;Kristina;Fernandez;356;Montaña: 200, plateada, 46
12583;Tyrone;Ortega;356;Montaña: 200, plateada, 46
12583;Tyrone;Ortega;595;Montaña: 500, plateada, 52
12584;Brittney;Ma;354;Montaña: 200, plateada, 42
12584;Brittney;Ma;599;Montaña: 500, negra, 48
12585;Ian;Martinez;594;Montaña: 500, plateada, 48
12585;Ian;Martinez;360;Montaña: 200, negra, 42
12586;Kellie;Hernandez;594;Montaña: 500, plateada, 48
12586;Kellie;Hernandez;354;Montaña: 200, plateada, 42
12588;Tracy;Chande;362;Montaña: 200, negra, 46
12588;Tracy;Chande;595;Montaña: 500, plateada, 52
12589;Ruben;Rodriguez;358;Montaña: 200, negra, 38
12589;Ruben;Rodriguez;596;Montaña: 500, negra, 40
12599;Jillian;Fernandez;578;Paseo: 2000, azul, 50
12599;Jillian;Fernandez;356;Montaña: 200, plateada, 46
12599;Jillian;Fernandez;361;Montaña: 200, negra, 42
12607;Tamara;Zhu;584;Carretera: 750, negra, 58
12607;Tamara;Zhu;312;Carretera: 150, roja, 48
12607;Tamara;Zhu;355;Montaña: 200, plateada, 42
12608;Brett;Sanchez;578;Paseo: 2000, azul, 50
12608;Brett;Sanchez;362;Montaña: 200, negra, 46
12608;Brett;Sanchez;353;Montaña: 200, plateada, 38
12609;Linda;Carlson;359;Montaña: 200, negra, 38
12609;Linda;Carlson;360;Montaña: 200, negra, 42
12609;Linda;Carlson;578;Paseo: 2000, azul, 50
12612;Shannon;Torres;359;Montaña: 200, negra, 38
12612;Shannon;Torres;560;Paseo: 2000, azul, 60
12612;Shannon;Torres;362;Montaña: 200, negra, 46
12613;Joel;Prasad;355;Montaña: 200, plateada, 42
12613;Joel;Prasad;311;Carretera: 150, roja, 44
12614;Lance;Gill;313;Carretera: 150, roja, 52
12614;Lance;Gill;359;Montaña: 200, negra, 38
12615;Nathan;Hill;353;Montaña: 200, plateada, 38
12615;Nathan;Hill;352;Montaña: 200, plateada, 38
12615;Nathan;Hill;579;Paseo: 2000, azul, 54
12618;Dawn;Lal;311;Carretera: 150, roja, 44
12618;Dawn;Lal;363;Montaña: 200, negra, 46
12619;Priscilla;Rai;362;Montaña: 200, negra, 46
12619;Priscilla;Rai;357;Montaña: 200, plateada, 46
12619;Priscilla;Rai;566;Paseo: 3000, azul, 58
12620;Maurice;Lal;363;Montaña: 200, negra, 46
12620;Maurice;Lal;312;Carretera: 150, roja, 48
12620;Maurice;Lal;604;Carretera: 750, negra, 44
12621;Barry;Martinez;604;Carretera: 750, negra, 44
12621;Barry;Martinez;359;Montaña: 200, negra, 38
12621;Barry;Martinez;312;Carretera: 150, roja, 48
12622;Micheal;Rubio;570;Paseo: 3000, amarilla, 54
12622;Micheal;Rubio;358;Montaña: 200, negra, 38
12622;Micheal;Rubio;357;Montaña: 200, plateada, 46
12623;Jesse;Sanchez;363;Montaña: 200, negra, 46
12623;Jesse;Sanchez;362;Montaña: 200, negra, 46
12623;Jesse;Sanchez;577;Paseo: 2000, azul, 46
12624;Jamie;Xu;358;Montaña: 200, negra, 38
12624;Jamie;Xu;359;Montaña: 200, negra, 38
12630;Kevin;Simmons;354;Montaña: 200, plateada, 42
12630;Kevin;Simmons;564;Paseo: 1000, amarilla, 60
12630;Kevin;Simmons;363;Montaña: 200, negra, 46
12631;Clarence;Gao;359;Montaña: 200, negra, 38
12631;Clarence;Gao;374;Carretera: 250, negra, 44
12631;Clarence;Gao;311;Carretera: 150, roja, 44
12631;Clarence;Gao;573;Paseo: 1000, azul, 46
12632;Bonnie;Nath;376;Carretera: 250, negra, 48
12632;Bonnie;Nath;311;Carretera: 150, roja, 44
12632;Bonnie;Nath;576;Paseo: 1000, azul, 60
12632;Bonnie;Nath;355;Montaña: 200, plateada, 42
12634;Derrick;Ruiz;356;Montaña: 200, plateada, 46
12634;Derrick;Ruiz;363;Montaña: 200, negra, 46
12634;Derrick;Ruiz;574;Paseo: 1000, azul, 50
12637;Leonard;Nath;561;Paseo: 1000, amarilla, 46
12637;Leonard;Nath;357;Montaña: 200, plateada, 46
12637;Leonard;Nath;360;Montaña: 200, negra, 42
12640;Angel;Richardson;575;Paseo: 1000, azul, 54
12640;Angel;Richardson;358;Montaña: 200, negra, 38
12640;Angel;Richardson;359;Montaña: 200, negra, 38
12644;Rachel;Reed;362;Montaña: 200, negra, 46
12644;Rachel;Reed;353;Montaña: 200, plateada, 38
12644;Rachel;Reed;574;Paseo: 1000, azul, 50
12645;Audrey;Ruiz;564;Paseo: 1000, amarilla, 60
12645;Audrey;Ruiz;356;Montaña: 200, plateada, 46
12645;Audrey;Ruiz;357;Montaña: 200, plateada, 46
12647;Colleen;Anand;353;Montaña: 200, plateada, 38
12647;Colleen;Anand;358;Montaña: 200, negra, 38
12647;Colleen;Anand;573;Paseo: 1000, azul, 46
12648;Lori;Dominguez;363;Montaña: 200, negra, 46
12648;Lori;Dominguez;358;Montaña: 200, negra, 38
12648;Lori;Dominguez;564;Paseo: 1000, amarilla, 60
12650;Aaron;Wright;359;Montaña: 200, negra, 38
12650;Aaron;Wright;573;Paseo: 1000, azul, 46
12650;Aaron;Wright;380;Carretera: 250, negra, 58
12650;Aaron;Wright;311;Carretera: 150, roja, 44
12653;Nichole;Andersen;362;Montaña: 200, negra, 46
12653;Nichole;Andersen;562;Paseo: 1000, amarilla, 50
12653;Nichole;Andersen;363;Montaña: 200, negra, 46
12655;Larry;Vazquez;372;Carretera: 250, roja, 58
12655;Larry;Vazquez;562;Paseo: 1000, amarilla, 50
12655;Larry;Vazquez;355;Montaña: 200, plateada, 42
12655;Larry;Vazquez;313;Carretera: 150, roja, 52
12657;Audrey;Blanco;606;Carretera: 750, negra, 52
12657;Audrey;Blanco;360;Montaña: 200, negra, 42
12657;Audrey;Blanco;574;Paseo: 1000, azul, 50
12657;Audrey;Blanco;355;Montaña: 200, plateada, 42
12658;Joy;Gomez;573;Paseo: 1000, azul, 46
12658;Joy;Gomez;357;Montaña: 200, plateada, 46
12658;Joy;Gomez;356;Montaña: 200, plateada, 46
12667;Maria;Wood;360;Montaña: 200, negra, 42
12667;Maria;Wood;359;Montaña: 200, negra, 38
12667;Maria;Wood;576;Paseo: 1000, azul, 60
12668;Melissa;Patterson;564;Paseo: 1000, amarilla, 60
12668;Melissa;Patterson;352;Montaña: 200, plateada, 38
12668;Melissa;Patterson;359;Montaña: 200, negra, 38
12669;Irving;Schmidt;360;Montaña: 200, negra, 42
12669;Irving;Schmidt;576;Paseo: 1000, azul, 60
12669;Irving;Schmidt;363;Montaña: 200, negra, 46
12670;Sarah;Martinez;576;Paseo: 1000, azul, 60
12670;Sarah;Martinez;360;Montaña: 200, negra, 42
12670;Sarah;Martinez;361;Montaña: 200, negra, 42
12671;Alan;Huang;355;Montaña: 200, plateada, 42
12671;Alan;Huang;573;Paseo: 1000, azul, 46
12671;Alan;Huang;362;Montaña: 200, negra, 46
12673;Colin;Stone;562;Paseo: 1000, amarilla, 50
12673;Colin;Stone;362;Montaña: 200, negra, 46
12673;Colin;Stone;353;Montaña: 200, plateada, 38
12674;Jimmy;Travers;355;Montaña: 200, plateada, 42
12674;Jimmy;Travers;573;Paseo: 1000, azul, 46
12674;Jimmy;Travers;352;Montaña: 200, plateada, 38
12675;Holly;Fernandez;356;Montaña: 200, plateada, 46
12675;Holly;Fernandez;355;Montaña: 200, plateada, 42
12675;Holly;Fernandez;564;Paseo: 1000, amarilla, 60
12676;Michele;Madan;564;Paseo: 1000, amarilla, 60
12676;Michele;Madan;361;Montaña: 200, negra, 42
12676;Michele;Madan;352;Montaña: 200, plateada, 38
12677;Cedric;Liu;361;Montaña: 200, negra, 42
12677;Cedric;Liu;562;Paseo: 1000, amarilla, 50
12677;Cedric;Liu;352;Montaña: 200, plateada, 38
12680;George;Sanchez;362;Montaña: 200, negra, 46
12680;George;Sanchez;361;Montaña: 200, negra, 42
12680;George;Sanchez;575;Paseo: 1000, azul, 54
12681;Christy;Chow;353;Montaña: 200, plateada, 38
12681;Christy;Chow;360;Montaña: 200, negra, 42
12681;Christy;Chow;573;Paseo: 1000, azul, 46
12683;Laura;Zhou;573;Paseo: 1000, azul, 46
12683;Laura;Zhou;356;Montaña: 200, plateada, 46
12683;Laura;Zhou;361;Montaña: 200, negra, 42
12684;Shaun;Shen;362;Montaña: 200, negra, 46
12684;Shaun;Shen;357;Montaña: 200, plateada, 46
12684;Shaun;Shen;575;Paseo: 1000, azul, 54
12685;Jaclyn;Xu;573;Paseo: 1000, azul, 46
12685;Jaclyn;Xu;353;Montaña: 200, plateada, 38
12685;Jaclyn;Xu;360;Montaña: 200, negra, 42
12686;Trisha;Zhou;354;Montaña: 200, plateada, 42
12686;Trisha;Zhou;353;Montaña: 200, plateada, 38
12686;Trisha;Zhou;563;Paseo: 1000, amarilla, 54
12687;Marshall;Li;352;Montaña: 200, plateada, 38
12687;Marshall;Li;562;Paseo: 1000, amarilla, 50
12687;Marshall;Li;363;Montaña: 200, negra, 46
12688;Stacy;Navarro;353;Montaña: 200, plateada, 38
12688;Stacy;Navarro;576;Paseo: 1000, azul, 60
12688;Stacy;Navarro;352;Montaña: 200, plateada, 38
12689;Tamara;Pal;356;Montaña: 200, plateada, 46
12689;Tamara;Pal;363;Montaña: 200, negra, 46
12689;Tamara;Pal;573;Paseo: 1000, azul, 46
12693;Ruth;Gonzalez;562;Paseo: 1000, amarilla, 50
12693;Ruth;Gonzalez;352;Montaña: 200, plateada, 38
12693;Ruth;Gonzalez;363;Montaña: 200, negra, 46
12694;Jay;Arthur;361;Montaña: 200, negra, 42
12694;Jay;Arthur;358;Montaña: 200, negra, 38
12694;Jay;Arthur;563;Paseo: 1000, amarilla, 54
12698;Mohamed;Pal;573;Paseo: 1000, azul, 46
12698;Mohamed;Pal;361;Montaña: 200, negra, 42
12698;Mohamed;Pal;354;Montaña: 200, plateada, 42
12699;Amy;Chow;361;Montaña: 200, negra, 42
12699;Amy;Chow;362;Montaña: 200, negra, 46
12699;Amy;Chow;573;Paseo: 1000, azul, 46
12700;Mindy;Kumar;564;Paseo: 1000, amarilla, 60
12700;Mindy;Kumar;353;Montaña: 200, plateada, 38
12700;Mindy;Kumar;356;Montaña: 200, plateada, 46
12701;Gary;Gutierrez;352;Montaña: 200, plateada, 38
12701;Gary;Gutierrez;353;Montaña: 200, plateada, 38
12701;Gary;Gutierrez;573;Paseo: 1000, azul, 46
12702;Yolanda;Shan;355;Montaña: 200, plateada, 42
12702;Yolanda;Shan;358;Montaña: 200, negra, 38
12702;Yolanda;Shan;573;Paseo: 1000, azul, 46
12703;Renee;Suarez;575;Paseo: 1000, azul, 54
12703;Renee;Suarez;353;Montaña: 200, plateada, 38
12703;Renee;Suarez;360;Montaña: 200, negra, 42
12705;Andre;Garcia;353;Montaña: 200, plateada, 38
12705;Andre;Garcia;564;Paseo: 1000, amarilla, 60
12705;Andre;Garcia;358;Montaña: 200, negra, 38
12706;Louis;Liang;352;Montaña: 200, plateada, 38
12706;Louis;Liang;561;Paseo: 1000, amarilla, 46
12706;Louis;Liang;359;Montaña: 200, negra, 38
12707;Ian;Lewis;357;Montaña: 200, plateada, 46
12707;Ian;Lewis;313;Carretera: 150, roja, 52
12709;Ian;Rodriguez;310;Carretera: 150, roja, 62
12709;Ian;Rodriguez;357;Montaña: 200, plateada, 46
12710;Dalton;Evans;357;Montaña: 200, plateada, 46
12710;Dalton;Evans;562;Paseo: 1000, amarilla, 50
12711;Heather;Zheng;361;Montaña: 200, negra, 42
12711;Heather;Zheng;314;Carretera: 150, roja, 56
12712;Arthur;Romero;358;Montaña: 200, negra, 38
12712;Arthur;Romero;353;Montaña: 200, plateada, 38
12713;Deborah;Xie;356;Montaña: 200, plateada, 46
12713;Deborah;Xie;355;Montaña: 200, plateada, 42
12717;Hannah;Wood;363;Montaña: 200, negra, 46
12717;Hannah;Wood;312;Carretera: 150, roja, 48
12735;Donald;Mehta;357;Montaña: 200, plateada, 46
12735;Donald;Mehta;362;Montaña: 200, negra, 46
12736;Diana;Ruiz;355;Montaña: 200, plateada, 42
12736;Diana;Ruiz;356;Montaña: 200, plateada, 46
12738;Melinda;Rubio;362;Montaña: 200, negra, 46
12738;Melinda;Rubio;604;Carretera: 750, negra, 44
12738;Melinda;Rubio;363;Montaña: 200, negra, 46
12742;Samantha;Martinez;353;Montaña: 200, plateada, 38
12742;Samantha;Martinez;354;Montaña: 200, plateada, 42
12742;Samantha;Martinez;605;Carretera: 750, negra, 48
12745;Rafael;Wu;572;Paseo: 3000, amarilla, 62
12745;Rafael;Wu;357;Montaña: 200, plateada, 46
12745;Rafael;Wu;354;Montaña: 200, plateada, 42
12747;Colleen;Hu;358;Montaña: 200, negra, 38
12747;Colleen;Hu;357;Montaña: 200, plateada, 46
12749;Miguel;Lee;312;Carretera: 150, roja, 48
12749;Miguel;Lee;363;Montaña: 200, negra, 46
12750;Teresa;Vazquez;605;Carretera: 750, negra, 48
12750;Teresa;Vazquez;310;Carretera: 150, roja, 62
12750;Teresa;Vazquez;361;Montaña: 200, negra, 42
12754;Lindsey;Deng;605;Carretera: 750, negra, 48
12754;Lindsey;Deng;361;Montaña: 200, negra, 42
12754;Lindsey;Deng;314;Carretera: 150, roja, 56
12755;Chloe;Hughes;313;Carretera: 150, roja, 52
12755;Chloe;Hughes;353;Montaña: 200, plateada, 38
12756;Antonio;Butler;361;Montaña: 200, negra, 42
12756;Antonio;Butler;313;Carretera: 150, roja, 52
12761;Alexandra;Richardson;357;Montaña: 200, plateada, 46
12761;Alexandra;Richardson;312;Carretera: 150, roja, 48
12762;Jonathan;Smith;310;Carretera: 150, roja, 62
12762;Jonathan;Smith;357;Montaña: 200, plateada, 46
12763;Chloe;Russell;596;Montaña: 500, negra, 40
12764;Alexandra;Harris;588;Montaña: 400 para mujer, plateada, 40
12764;Alexandra;Harris;310;Carretera: 150, roja, 62
12765;Robyn;Gill;580;Carretera: 350 para mujer, amarilla, 40
12766;Jordyn;Bryant;589;Montaña: 400 para mujer, plateada, 42
12766;Jordyn;Bryant;311;Carretera: 150, roja, 44
12768;Johnathan;Chapman;310;Carretera: 150, roja, 62
12768;Johnathan;Chapman;589;Montaña: 400 para mujer, plateada, 42
12769;Thomas;Zhang;311;Carretera: 150, roja, 44
12769;Thomas;Zhang;361;Montaña: 200, negra, 42
12770;Charles;Evans;357;Montaña: 200, plateada, 46
12770;Charles;Evans;310;Carretera: 150, roja, 62
12771;Morgan;Thomas;310;Carretera: 150, roja, 62
12771;Morgan;Thomas;353;Montaña: 200, plateada, 38
12772;Abigail;Clark;312;Carretera: 150, roja, 48
12772;Abigail;Clark;353;Montaña: 200, plateada, 38
12773;Samantha;Taylor;310;Carretera: 150, roja, 62
12773;Samantha;Taylor;357;Montaña: 200, plateada, 46
12774;Kristen;Gao;361;Montaña: 200, negra, 42
12774;Kristen;Gao;310;Carretera: 150, roja, 62
12777;Joseph;Anderson;357;Montaña: 200, plateada, 46
12777;Joseph;Anderson;312;Carretera: 150, roja, 48
12779;Mason;Rogers;312;Carretera: 150, roja, 48
12779;Mason;Rogers;359;Montaña: 200, negra, 38
12780;Jeremy;Richardson;310;Carretera: 150, roja, 62
12780;Jeremy;Richardson;357;Montaña: 200, plateada, 46
12781;Emma;James;355;Montaña: 200, plateada, 42
12782;Elizabeth;Long;357;Montaña: 200, plateada, 46
12783;Jerome;Gutierrez;361;Montaña: 200, negra, 42
12784;Jonathan;Campbell;314;Carretera: 150, roja, 56
12784;Jonathan;Campbell;353;Montaña: 200, plateada, 38
12785;Javier;Ortega;359;Montaña: 200, negra, 38
12789;Jamie;Zeng;361;Montaña: 200, negra, 42
12789;Jamie;Zeng;311;Carretera: 150, roja, 44
12804;Jaclyn;Chander;311;Carretera: 150, roja, 44
12804;Jaclyn;Chander;357;Montaña: 200, plateada, 46
12805;Marvin;Moreno;310;Carretera: 150, roja, 62
12805;Marvin;Moreno;353;Montaña: 200, plateada, 38
12805;Marvin;Moreno;606;Carretera: 750, negra, 52
12806;Ronnie;Zeng;362;Montaña: 200, negra, 46
12806;Ronnie;Zeng;363;Montaña: 200, negra, 46
12806;Ronnie;Zeng;606;Carretera: 750, negra, 52
12807;Nina;Kumar;352;Montaña: 200, plateada, 38
12807;Nina;Kumar;357;Montaña: 200, plateada, 46
12807;Nina;Kumar;584;Carretera: 750, negra, 58
12808;Marc;Schmidt;568;Paseo: 3000, amarilla, 44
12808;Marc;Schmidt;362;Montaña: 200, negra, 46
12808;Marc;Schmidt;355;Montaña: 200, plateada, 42
12813;Reginald;Ramos;359;Montaña: 200, negra, 38
12813;Reginald;Ramos;362;Montaña: 200, negra, 46
12816;Tammy;Mehta;363;Montaña: 200, negra, 46
12816;Tammy;Mehta;360;Montaña: 200, negra, 42
12817;Theodore;Suarez;313;Carretera: 150, roja, 52
12817;Theodore;Suarez;357;Montaña: 200, plateada, 46
12819;Nicolas;Chander;355;Montaña: 200, plateada, 42
12819;Nicolas;Chander;311;Carretera: 150, roja, 44
12820;Derek;Tang;313;Carretera: 150, roja, 52
12820;Derek;Tang;355;Montaña: 200, plateada, 42
12825;Kelvin;Hu;353;Montaña: 200, plateada, 38
12825;Kelvin;Hu;362;Montaña: 200, negra, 46
12826;Caleb;Gonzalez;356;Montaña: 200, plateada, 46
12826;Caleb;Gonzalez;353;Montaña: 200, plateada, 38
12827;Nicolas;Raje;356;Montaña: 200, plateada, 46
12827;Nicolas;Raje;353;Montaña: 200, plateada, 38
12829;Micah;Li;361;Montaña: 200, negra, 42
12829;Micah;Li;362;Montaña: 200, negra, 46
12830;Russell;Raje;314;Carretera: 150, roja, 56
12830;Russell;Raje;363;Montaña: 200, negra, 46
12833;Sheena;Goel;361;Montaña: 200, negra, 42
12833;Sheena;Goel;362;Montaña: 200, negra, 46
12834;Kelsey;Xie;310;Carretera: 150, roja, 62
12834;Kelsey;Xie;355;Montaña: 200, plateada, 42
12839;Dominique;Fernandez;357;Montaña: 200, plateada, 46
12839;Dominique;Fernandez;362;Montaña: 200, negra, 46
12841;Yolanda;Xie;314;Carretera: 150, roja, 56
12841;Yolanda;Xie;355;Montaña: 200, plateada, 42
12843;Summer;Smith;355;Montaña: 200, plateada, 42
12843;Summer;Smith;312;Carretera: 150, roja, 48
12846;Bridget;Nara;353;Montaña: 200, plateada, 38
12846;Bridget;Nara;354;Montaña: 200, plateada, 42
12849;Adam;Baker;359;Montaña: 200, negra, 38
12849;Adam;Baker;312;Carretera: 150, roja, 48
12850;Johnny;Raji;354;Montaña: 200, plateada, 42
12850;Johnny;Raji;357;Montaña: 200, plateada, 46
12852;Teresa;Carlson;362;Montaña: 200, negra, 46
12852;Teresa;Carlson;357;Montaña: 200, plateada, 46
12853;Evelyn;Malhotra;363;Montaña: 200, negra, 46
12853;Evelyn;Malhotra;362;Montaña: 200, negra, 46
12854;Reginald;Romero;359;Montaña: 200, negra, 38
12854;Reginald;Romero;360;Montaña: 200, negra, 42
12855;Philip;Diaz;352;Montaña: 200, plateada, 38
12855;Philip;Diaz;357;Montaña: 200, plateada, 46
12856;Rosa;Lin;352;Montaña: 200, plateada, 38
12856;Rosa;Lin;357;Montaña: 200, plateada, 46
12857;Raul;Kumar;358;Montaña: 200, negra, 38
12857;Raul;Kumar;361;Montaña: 200, negra, 42
12858;Adriana;Mehta;357;Montaña: 200, plateada, 46
12858;Adriana;Mehta;356;Montaña: 200, plateada, 46
12859;Evelyn;Gonzalez;354;Montaña: 200, plateada, 42
12859;Evelyn;Gonzalez;577;Paseo: 2000, azul, 46
12859;Evelyn;Gonzalez;363;Montaña: 200, negra, 46
12860;Jillian;Prasad;361;Montaña: 200, negra, 42
12860;Jillian;Prasad;360;Montaña: 200, negra, 42
12861;Robyn;Jimenez;360;Montaña: 200, negra, 42
12861;Robyn;Jimenez;361;Montaña: 200, negra, 42
12863;Caleb;Zhang;363;Montaña: 200, negra, 46
12863;Caleb;Zhang;352;Montaña: 200, plateada, 38
12866;Janelle;Fernandez;313;Carretera: 150, roja, 52
12866;Janelle;Fernandez;363;Montaña: 200, negra, 46
12867;Laura;Ye;361;Montaña: 200, negra, 42
12867;Laura;Ye;356;Montaña: 200, plateada, 46
12873;Mandar;Samant;356;Montaña: 200, plateada, 46
12873;Mandar;Samant;355;Montaña: 200, plateada, 42
12873;Mandar;Samant;578;Paseo: 2000, azul, 50
12874;Kirk;Nason;578;Paseo: 2000, azul, 50
12874;Kirk;Nason;363;Montaña: 200, negra, 46
12874;Kirk;Nason;356;Montaña: 200, plateada, 46
12881;Isabella;Edwards;313;Carretera: 150, roja, 52
12881;Isabella;Edwards;361;Montaña: 200, negra, 42
12882;Eduardo;Allen;312;Carretera: 150, roja, 48
12882;Eduardo;Allen;363;Montaña: 200, negra, 46
12883;Stephanie;Bailey;312;Carretera: 150, roja, 48
12883;Stephanie;Bailey;359;Montaña: 200, negra, 38
12884;Megan;Williams;355;Montaña: 200, plateada, 42
12884;Megan;Williams;311;Carretera: 150, roja, 44
12885;Jonathan;Anderson;310;Carretera: 150, roja, 62
12885;Jonathan;Anderson;359;Montaña: 200, negra, 38
12886;Jocelyn;Long;310;Carretera: 150, roja, 62
12886;Jocelyn;Long;353;Montaña: 200, plateada, 38
12898;Madeline;Campbell;311;Carretera: 150, roja, 44
12898;Madeline;Campbell;359;Montaña: 200, negra, 38
12901;Robert;Adams;361;Montaña: 200, negra, 42
12901;Robert;Adams;310;Carretera: 150, roja, 62
12902;Julia;Stewart;353;Montaña: 200, plateada, 38
12903;John;Sandstone;359;Montaña: 200, negra, 38
12904;Thomas;Jai;310;Carretera: 150, roja, 62
12904;Thomas;Jai;355;Montaña: 200, plateada, 42
12912;Brianna;Morris;355;Montaña: 200, plateada, 42
12912;Brianna;Morris;314;Carretera: 150, roja, 56
